0,00000000000000000000
0,00079272924487065000
0,50052500436831000000
0,86658048770476700000
1,00056067516457000000
0,86605154772492700000
0,50015210674687600000
0,00027449025692081000
-0,49978634850401100000
-0,86505181272299900000
-0,99901330728147700000
-0,86578078866539700000
-0,49954773178669500000
0,00096706598000939300
0,50089748301377600000
0,86641701052571400000
1,00097819126013000000
0,86641236864381400000
0,50042739655171600000
0,00064793628721415200
-0,49903315033876000000
-0,86575544838601400000
-0,99998384935377900000
-0,86513242962290700000
-0,49918515036863900000
0,00046345741475702200
0,50070841431662800000
0,86700600119991300000
1,00037426146332000000
0,86641318434366100000
0,50068641986637400000
0,00094549333788032600
-0,49996283132404500000
-0,86581576240532300000
-0,99972603414290700000
-0,86601665649273300000
-0,49919475638357000000
0,00025859591114977400
0,50084420811336100000
0,86699995376824200000
1,00000454682785000000
0,86695938815170900000
0,50037098132689400000
0,00089761855707343100
-0,49907940899775200000
-0,86597695736619000000
-0,99942739800877000000
-0,86546442905762300000
-0,49940908243746300000
0,00074897260411738900
0,50028292568500100000
0,86605398246442200000
1,00015130992820000000
0,86612435809796300000
0,50014920709811600000
0,00070608060980619200
-0,49922342140135200000
-0,86539337353016100000
-0,99925976566353600000
-0,86592818603462800000
-0,49968227032864200000
0,00017150937889479400
0,50090022884110000000
0,86685127476870100000
1,00028717119506000000
0,86606660316508600000
0,50020744644308900000
0,00024262683418850700
-0,49930689987708200000
-0,86513666806236900000
-0,99941363682765700000
-0,86530580843545600000
-0,49945724320648800000
0,00045284661540763600
0,50064338945935400000
0,86605826907840600000
1,00089897411903000000
0,86614393592108600000
0,50097238320678400000
0,00076640321312033400
-0,49910914452897300000
-0,86587796419462800000
-0,99961032014706300000
-0,86540011487774700000
-0,49989514512577800000
0,00065784118639023800
0,50079418340968100000
0,86696361819436400000
1,00006043428100000000
0,86659328907922700000
0,50023216874055400000
0,00017321336215235800
-0,49948163837781400000
-0,86527841342088400000
-0,99934317968755400000
-0,86519236628798600000
-0,49996624447382900000
0,00054511039012212300
0,50061044736200200000
0,86690479540603800000
1,00084100002266000000
0,86635537894147600000
0,50086787465139900000
0,00070218188796976200
-0,49983739056822200000
-0,86546207340092200000
-0,99951417806603000000
-0,86532694042415300000
-0,49954443509834200000
0,00011634180414419200
0,50080710653826600000
0,86668345024644500000
1,00065964709499000000
0,86699923495528700000
0,50020636232628400000
0,00017029008155339600
-0,49921817042654300000
-0,86575046385003300000
-0,99927898388995600000
-0,86539607372826900000
-0,49975298398154200000
0,00026923208064883200
0,50018219255319200000
0,86615061861256700000
1,00065656698152000000
0,86643855359463000000
0,50020123372680100000
0,00079576647745530900
-0,49920397364954300000
-0,86521505177403100000
-0,99900089018470200000
-0,86567154005553200000
-0,49949191517786300000
0,00009299158518556790
0,50092540323795000000
0,86658628409842300000
1,00027956498591000000
0,86671290179690800000
0,50046267947491600000
0,00054152453820719500
-0,49982798074757500000
-0,86592968373504400000
-0,99951735049173600000
-0,86508131126008600000
-0,49923922119599300000
0,00057412232604263600
0,50051356631466100000
0,86656993428326900000
1,00054062803727000000
0,86651193401534000000
0,50005120792299500000
0,00075881563925973700
-0,49917590567241300000
-0,86504428643110000000
-0,99936762439686100000
-0,86545363584244100000
-0,49985221739615200000
0,00074265982325741200
0,50004561490644000000
0,86677486345352100000
1,00036209665672000000
0,86671545928844900000
0,50090243705733200000
0,00064521293876304300
-0,49988276796365100000
-0,86557216097506700000
-0,99985003836013100000
-0,86545874827462600000
-0,49995157206710300000
0,00064548205979042000
0,50089072514313400000
0,86611973534543000000
1,00081226050698000000
0,86620489535628500000
0,50045731080375100000
0,00015129596908297300
-0,49921341738009900000
-0,86578730370809600000
-0,99963556392838400000
-0,86594295912896700000
-0,49910041645697400000
0,00065670327546438400
0,50025513844018100000
0,86633489990399800000
1,00075914408741000000
0,86626569796048300000
0,50052976944883600000
0,00052696751630559300
-0,49953938397046900000
-0,86567176848848000000
-0,99958690228986100000
-0,86548849857429700000
-0,49935811689398200000
0,00071321985332911200
0,50017942788148300000
0,86650736758034100000
1,00019328303957000000
0,86686284040144700000
0,50082686048802000000
0,00030753599464765500
-0,49957583931382600000
-0,86507849293209300000
-0,99950389743405500000
-0,86513025775946800000
-0,49940419486473900000
0,00095687640948876100
0,50094655517976700000
0,86667000654017000000
1,00052380654959000000
0,86650648341850800000
0,50078518536960100000
0,00090968257500027200
-0,49962177624834400000
-0,86506223348596600000
-0,99915012382644400000
-0,86532001035569000000
-0,49956508293618300000
0,00059294093775723400
0,50088606889882900000
0,86690234169223800000
1,00092347340803000000
0,86664839795550300000
0,50010603948027300000
0,00069479268443106900
-0,49976761565034700000
-0,86567158385143900000
-0,99954755149753700000
-0,86592636313079000000
-0,49999993630965300000
0,00097534705532504700
0,50095801297699100000
0,86697454983482600000
1,00041123963583000000
0,86608230386140800000
0,50065828401679100000
0,00095267273818290500
-0,49983939929048000000
-0,86566541132172400000
-0,99928630896820200000
-0,86522313605903500000
-0,49970626095624600000
0,00088516674057167600
0,50000316096671000000
0,86700494022740600000
1,00056844997385000000
0,86652881896707200000
0,50015868145849200000
0,00067871285506575000
-0,49913665627272700000
-0,86555136928420700000
-0,99995295326791400000
-0,86542506163513700000
-0,49904863223432800000
0,00094992262769781000
0,50038406263410200000
0,86682657034704800000
1,00084087137208000000
0,86682671371345900000
0,50066276167531500000
0,00024198520227494300
-0,49949557209294600000
-0,86517788925831300000
-0,99935546093462600000
-0,86547694424269000000
-0,49947693329543800000
0,00083603936672722800
0,50049844293917300000
0,86634672745911500000
1,00030488628168000000
0,86692260726732200000
0,50054479271925500000
0,00007492460111223080
-0,49912075004652700000
-0,86594160261100700000
-0,99941680113595500000
-0,86598709711699000000
-0,49938016679564500000
0,00012650308478738200
0,50012634271058300000
0,86675437299895800000
1,00019513847451000000
0,86679913947935000000
0,50023569697388400000
0,00052602923765383500
-0,49907169967674300000
-0,86566773295675000000
-0,99900222166778000000
-0,86556408672881100000
-0,49932716250963900000
0,00085711750167909800
0,50011180136608100000
0,86638469461243900000
1,00069723083489000000
0,86649710961398200000
0,50029783981837700000
0,00044622456512221500
-0,49975937232478400000
-0,86557070231197100000
-0,99954353026160200000
-0,86529299312981100000
-0,49999502775656000000
0,00083735783130394400
0,50037382657336300000
0,86699154407632000000
1,00092924182849000000
0,86699752596291900000
0,50072109224333900000
0,00086756659223716500
-0,49963327623635600000
-0,86567964781777100000
-0,99981866664175100000
-0,86531103549715900000
-0,49932503278157500000
0,00093379250827079200
0,50004684672775600000
0,86675609604405500000
1,00061181755225000000
0,86614391361218700000
0,50062015926598600000
0,00016539587687798000
-0,49916173891799200000
-0,86598827790089800000
-0,99935151376817700000
-0,86557763495695800000
-0,49921459788321900000
0,00018550189122428800
0,50037769381369300000
